Date,Open,High,Low,Close,Adj Close,Volume,BB_H_indicator,BB_l_indicator,BB_MA_indicator,RSI,Stoch,MACD,EMA_ind,EMA,Ichi,MA7,MA21,log_momentum
2010-07-30,10.33,10.9,10.32,10.85,10.228745,8362300.0,11.21872400895495,7.888275991045049,9.5535,71.66160190951906,0.8489802020998684,0.5152589374140764,10.11180012663605,10.780491517284428,9.585,10.540000000000001,9.51047619047619,2.2874714551839976
2010-08-02,11.0,11.4,10.64,10.64,10.03077,14833300.0,11.281370985161995,8.070629014838001,9.675999999999998,66.89603953750427,0.7042158190018778,0.51922721115033,10.193061645615119,10.686830505758493,9.71,10.652857142857144,9.605238095238095,2.265921108622454
2010-08-03,10.7,10.74,10.22,10.66,10.049623,11759400.0,11.286505990538007,8.323494009461992,9.805,67.12029905787347,0.7110281925657502,0.5180145799049392,10.264898315520485,10.668943501919307,9.71,10.697142857142856,9.722857142857142,2.2679936482244267
2010-08-04,10.77,10.91,9.75,10.03,9.455698,16638900.0,11.307776047647476,8.373223952352522,9.840499999999999,54.577844149764324,0.33002368447888275,0.46090480237758236,10.228760113132717,10.242981167304926,9.71,10.571428571428571,9.815714285714286,2.200552367428894
2010-08-05,10.01,10.02,9.59,9.64,9.088029,10034000.0,11.309323418312468,8.38167658168753,9.8455,48.53189294996186,0.14636468951541445,0.3797970871937295,10.138181634189223,9.8409937224345,9.71,10.442857142857141,9.83095238095238,2.1564025828159643
2010-08-06,9.53,9.71,9.32,9.49,8.946612,7772100.0,11.309070939620591,8.376929060379409,9.843,46.40275705737447,0.0,0.2999571725944854,10.038461382775496,9.606997907478075,9.71,10.281428571428572,9.82857142857143,2.138889000323256
2010-08-09,9.63,9.8,9.41,9.73,9.172873,6493700.0,11.307004434775767,8.43199556522423,9.869499999999999,50.169581266654404,0.12460412980235464,0.25313151673929823,9.99100578542542,9.688999302492702,9.71,10.14857142857143,9.837619047619048,2.166765369851511
2010-08-10,9.54,9.83,9.38,9.72,9.163449,6078600.0,11.307152319040519,8.47084768095948,9.889,50.0118639477852,0.11938694201216193,0.21276233888421636,9.949312587667663,9.709666434164236,9.71,9.987142857142857,9.862380952380951,2.1656192379208883
2010-08-11,9.36,9.49,9.02,9.13,8.60723,9429600.0,11.313970244019051,8.449029755980947,9.881499999999999,41.68541643390054,0.0,0.1316438965318376,9.823264497257252,9.323222144721406,9.725000000000001,9.771428571428572,9.852857142857143,2.0955609235597192
2010-08-12,8.93,9.47,8.82,9.23,8.701504,6786200.0,11.307948872715945,8.467051127284053,9.8875,43.405284991223695,0.04921267796924021,0.07456655398758905,9.731993036140752,9.261074048240468,9.725000000000001,9.567142857142857,9.850476190476192,2.1077860146889784
