Date,Open,High,Low,Close,Adj Close,Volume
7/1/2010,9.082143,9.1,8.686429,8.874286,7.577149,1022896000
7/2/2010,8.946071,8.961786,8.685714,8.819286,7.530187,693842800
7/6/2010,8.964286,9.028571,8.791429,8.879643,7.581724,615235600
7/7/2010,8.946071,9.241786,8.919643,9.238214,7.887882,654556000
7/8/2010,9.374286,9.389286,9.103214,9.2175,7.870196,738144400
7/9/2010,9.174643,9.282143,9.112857,9.272143,7.916852,433322400
7/12/2010,9.233214,9.351786,9.102143,9.188929,7.845799,562878400
7/13/2010,9.154286,9.157143,8.801071,8.992857,7.678388,1190924000
7/14/2010,8.906429,9.135714,8.892857,9.026071,7.706748,812047600
7/15/2010,8.865357,9.1775,8.832143,8.980357,7.667717,824866000
7/16/2010,9.042143,9.106071,8.871786,8.925,7.62045,1039858400
7/19/2010,8.924286,8.924286,8.557143,8.770714,7.488717,1024478000
7/20/2010,8.675,9.032143,8.571786,8.996071,7.681132,1074950800
7/21/2010,9.4675,9.469643,9.071429,9.08,7.752795,1185671200
7/22/2010,9.202857,9.285714,9.118214,9.250714,7.898553,645318800
7/23/2010,9.181786,9.299286,9.152857,9.283571,7.926609,533388800
7/26/2010,9.285714,9.289286,9.203929,9.26,7.906482,420551600
7/27/2010,9.316786,9.457143,9.296429,9.431429,8.052855,584771600
7/28/2010,9.416786,9.499643,9.294643,9.32,7.957714,519985200
7/29/2010,9.311071,9.380357,9.146429,9.218214,7.870805,643806800
7/30/2010,9.138929,9.275,9.103571,9.1875,7.844584,448210000
8/2/2010,9.301429,9.378214,9.272143,9.351786,7.984853,428055600
8/3/2010,9.321786,9.402143,9.265,9.354643,7.987293,417653600
8/4/2010,9.387143,9.438571,9.296786,9.392143,8.01931,420375200
8/5/2010,9.3475,9.399286,9.305357,9.346429,7.980278,289097200
8/6/2010,9.277857,9.338929,9.201071,9.288929,7.931184,444897600
8/9/2010,9.338571,9.3625,9.270357,9.348214,7.981801,303128000
8/10/2010,9.280357,9.301786,9.198214,9.264643,7.910446,451920000
8/11/2010,9.121429,9.131786,8.921786,8.935357,7.629294,620054400
8/12/2010,8.810357,9.039286,8.79,8.9925,7.678084,534920400
