Date,Open,High,Low,Close,Adj Close,Volume
2010-07-01,1.666667,1.728000,1.351333,1.464000,1.464000,123282000
2010-07-02,1.533333,1.540000,1.247333,1.280000,1.280000,77097000
2010-07-06,1.333333,1.333333,1.055333,1.074000,1.074000,103003500
2010-07-07,1.093333,1.108667,0.998667,1.053333,1.053333,103825500
2010-07-08,1.076000,1.168000,1.038000,1.164000,1.164000,115671000
2010-07-09,1.172000,1.193333,1.103333,1.160000,1.160000,60759000
2010-07-12,1.196667,1.204667,1.133333,1.136667,1.136667,33037500
2010-07-13,1.159333,1.242667,1.126667,1.209333,1.209333,40201500
2010-07-14,1.196000,1.343333,1.184000,1.322667,1.322667,62928000
2010-07-15,1.329333,1.433333,1.266667,1.326000,1.326000,56097000
2010-07-16,1.380000,1.420000,1.336667,1.376000,1.376000,39319500
2010-07-19,1.424667,1.483333,1.394667,1.460667,1.460667,37297500
2010-07-20,1.456667,1.456667,1.336667,1.353333,1.353333,27379500
2010-07-21,1.377333,1.393333,1.300000,1.348000,1.348000,18787500
2010-07-22,1.366667,1.416667,1.358000,1.400000,1.400000,14367000
2010-07-23,1.412667,1.437333,1.404000,1.419333,1.419333,9804000
2010-07-26,1.433333,1.433333,1.353333,1.396667,1.396667,13833000
2010-07-27,1.394000,1.412000,1.350667,1.370000,1.370000,9295500
2010-07-28,1.370000,1.393333,1.367333,1.381333,1.381333,7008000
2010-07-29,1.384667,1.392000,1.333333,1.356667,1.356667,9240000
2010-07-30,1.346667,1.362667,1.303333,1.329333,1.329333,6403500
2010-08-02,1.366667,1.398000,1.355333,1.394667,1.394667,10771500
2010-08-03,1.400000,1.463333,1.388000,1.463333,1.463333,18457500
2010-08-04,1.463333,1.478667,1.390000,1.417333,1.417333,13695000
2010-08-05,1.436000,1.436667,1.336667,1.363333,1.363333,11943000
2010-08-06,1.340000,1.344000,1.301333,1.306000,1.306000,11128500
2010-08-09,1.326667,1.332000,1.296667,1.306667,1.306667,12190500
2010-08-10,1.310000,1.310000,1.254667,1.268667,1.268667,19219500
2010-08-11,1.246000,1.258667,1.190000,1.193333,1.193333,11964000
2010-08-12,1.186667,1.193333,1.159333,1.173333,1.173333,10365000
2010-08-13,1.212000,1.230000,1.177333,1.221333,1.221333,9510000
2010-08-16,1.230000,1.253333,1.217333,1.252000,1.252000,7287000
2010-08-17,1.264000,1.293333,1.252000,1.276667,1.276667,6718500
2010-08-18,1.306000,1.306000,1.240000,1.251333,1.251333,9019500
2010-08-19,1.236000,1.283333,1.222000,1.252667,1.252667,8686500
2010-08-20,1.243333,1.274000,1.234000,1.273333,1.273333,4440000
2010-08-23,1.272667,1.359333,1.266667,1.342000,1.342000,16321500
2010-08-24,1.283333,1.314000,1.263333,1.280000,1.280000,10096500
2010-08-25,1.277333,1.332000,1.237333,1.326667,1.326667,7549500
2010-08-26,1.326000,1.351333,1.306667,1.316667,1.316667,6507000
2010-08-27,1.316667,1.324667,1.300000,1.313333,1.313333,5694000
2010-08-30,1.313333,1.346000,1.307333,1.324667,1.324667,10992000
2010-08-31,1.310667,1.319333,1.288667,1.298667,1.298667,3016500
2010-09-01,1.308000,1.379333,1.306667,1.363333,1.363333,7423500
2010-09-02,1.358000,1.416000,1.354000,1.404000,1.404000,7306500
2010-09-03,1.391333,1.420000,1.377333,1.403333,1.403333,6519000
2010-09-07,1.374000,1.400000,1.366667,1.369333,1.369333,3651000
2010-09-08,1.377333,1.396667,1.373333,1.393333,1.393333,4326000
2010-09-09,1.400000,1.403333,1.379333,1.380667,1.380667,5643000
2010-09-10,1.383333,1.395333,1.317333,1.344667,1.344667,5799000
2010-09-13,1.392667,1.393333,1.366667,1.381333,1.381333,5412000
2010-09-14,1.369333,1.440000,1.368667,1.408000,1.408000,9820500
2010-09-15,1.398667,1.466667,1.386000,1.465333,1.465333,10269000
2010-09-16,1.476667,1.544000,1.389333,1.396000,1.396000,40267500
2010-09-17,1.401333,1.421333,1.320000,1.348667,1.348667,17977500
2010-09-20,1.378000,1.423333,1.344000,1.404000,1.404000,14212500
2010-09-21,1.392667,1.436667,1.378000,1.384667,1.384667,11940000
2010-09-22,1.391333,1.396667,1.320000,1.324667,1.324667,14443500
2010-09-23,1.326000,1.342667,1.300000,1.304000,1.304000,10021500
